Institute,Program,Seat Type,Gender,OR,CR
IIT Kharagpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS (PwD),Gender-Neutral,36,36
IIT Kharagpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,1040,1700
IIT Kharagpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),3627,4820
IIT Kharagpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,294,1054
IIT Kharagpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1670,2083
IIT Kharagpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,354,544
IIT Kharagpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1153,1218
IIT Kharagpur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,5552,7708
IIT Kharagpur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),13680,15297
IIT Kharagpur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,280,280
IIT Kharagpur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1285,1371
IIT Kharagpur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2511,2553
IIT Kharagpur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,2389,3389
IIT Kharagpur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),6558,6973
IIT Kharagpur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1651,2097
IIT Kharagpur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2973,3343
IIT Kharagpur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,868,960
IIT Kharagpur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1423,1423
IIT Kharagpur,"Mining Engineering  (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,7833,10765
IIT Kharagpur,"Mining Engineering  (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),17757,20249
IIT Kharagpur,"Mining Engineering  (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1473,1647
IIT Kharagpur,"Mining Engineering  (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3177,3181
IIT Kharagpur,"Mining Engineering  (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,3182,4043
IIT Kharagpur,"Mining Engineering  (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),7623,8146
IIT Kharagpur,"Mining Engineering  (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2061,2505
IIT Kharagpur,"Mining Engineering  (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3483,3745
IIT Kharagpur,"Mining Engineering  (4 Years, Bachelor of Technology)",ST,Gender-Neutral,886,1170
IIT Kharagpur,"Mining Engineering  (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1219,1243
IIT Kharagpur,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,7465,10074
IIT Kharagpur,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),15779,17428
IIT Kharagpur,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1477,1659
IIT Kharagpur,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2873,2886
IIT Kharagpur,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,2895,4206
IIT Kharagpur,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),7037,7905
IIT Kharagpur,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1460,2427
IIT Kharagpur,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3357,3486
IIT Kharagpur,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1124,1249
IIT Kharagpur,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1558,1558
IIT Kharagpur,"Physics (4 Years, Bachelor of Science)",OPEN,Gender-Neutral,7367,10939
IIT Kharagpur,"Physics (4 Years, Bachelor of Science)",OPEN,Female-only (including Supernumerary),19589,20982
IIT Kharagpur,"Physics (4 Years, Bachelor of Science)",EWS,Gender-Neutral,1856,1966
IIT Kharagpur,"Physics (4 Years, Bachelor of Science)",EWS,Female-only (including Supernumerary),3446,3446
IIT Kharagpur,"Physics (4 Years, Bachelor of Science)",OBC-NCL,Gender-Neutral,3861,4707
IIT Kharagpur,"Physics (4 Years, Bachelor of Science)",OBC-NCL,Female-only (including Supernumerary),8620,8640
IIT Kharagpur,"Physics (4 Years, Bachelor of Science)",SC,Gender-Neutral,2110,2840
IIT Kharagpur,"Physics (4 Years, Bachelor of Science)",SC,Female-only (including Supernumerary),3996,3996
IIT Kharagpur,"Physics (4 Years, Bachelor of Science)",ST,Gender-Neutral,1396,1449
IIT Kharagpur,"Physics (4 Years, Bachelor of Science)",ST,Female-only (including Supernumerary),1730,1730
IIT Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,690,861
IIT Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),2160,2515
IIT Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,77,77
IIT Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,105,116
IIT Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),367,367
IIT Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,309,380
IIT Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),1039,1039
IIT Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Female-only (including Supernumerary),89,89
IIT Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",SC,Gender-Neutral,199,222
IIT Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),819,819
IIT Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",ST,Gender-Neutral,72,83
IIT Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),149,149
IIT Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,4950,8376
IIT Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),13324,15443
IIT Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1564,1567
IIT Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2692,2692
IIT Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,3670,4107
IIT Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),6414,6457
IIT Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2346,2495
IIT Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,961,1067
IIT Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),957,957
IIT Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,5421,9378
IIT Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),10909,12925
IIT Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1403,1451
IIT Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2573,2573
IIT Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,3378,4030
IIT Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),6479,6570
IIT Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2079,2417
IIT Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",ST,Gender-Neutral,872,1012
IIT Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1109,1109
IIT Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,4432,5756
IIT Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),10003,11874
IIT Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,930,948
IIT Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1715,1715
IIT Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,2158,2453
IIT Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),4379,4864
IIT Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1211,1448
IIT Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2507,2507
IIT Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,713,752
IIT Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1039,1039
IIT Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,5850,8698
IIT Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),12330,15160
IIT Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1278,1326
IIT Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2104,2104
IIT Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,2749,3453
IIT Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),5461,6304
IIT Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,77,77
IIT Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1196,1844
IIT Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1496,1896
IIT Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,198,533
IIT Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),605,605
IIT Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,1368,1866
IIT Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),4136,4712
IIT Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,117,117
IIT Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,354,393
IIT Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),840,840
IIT Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,839,945
IIT Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),1806,2257
IIT Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,609,705
IIT Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1038,1038
IIT Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,337,378
IIT Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,339,673
IIT Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),1294,2121
IIT Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,17,17
IIT Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,73,93
IIT Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),313,313
IIT Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,133,293
IIT Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),647,887
IIT Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Female-only (including Supernumerary),46,46
IIT Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,125,198
IIT Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),336,348
IIT Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,51,80
IIT Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),110,110
IIT Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST (PwD),Gender-Neutral,5,5
IIT Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,848,1900
IIT Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),3584,4295
IIT Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,97,97
IIT Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Female-only (including Supernumerary),128,128
IIT Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,207,343
IIT Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),534,534
IIT Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,671,1024
IIT Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),1519,2388
IIT Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,292,553
IIT Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),945,960
IIT Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",SC (PwD),Gender-Neutral,5,5
IIT Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,223,305
IIT Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),357,357
IIT Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,1644,1895
IIT Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),3778,4071
IIT Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,98,98
IIT Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,274,320
IIT Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),605,605
IIT Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,657,860
IIT Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),2363,2498
IIT Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,77,77
IIT Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",SC,Gender-Neutral,241,441
IIT Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1008,1008
IIT Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",ST,Gender-Neutral,211,266
