Institute,Program,Seat Type,Gender,OR,CR
IIT Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,2011,2050
IIT Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3810,3810
IIT Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,4731,5192
IIT Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),8709,9123
IIT Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2803,2945
IIT Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1352,1352
IIT Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1880,1880
IIT (BHU) Varanasi,"Architecture  (5 Years, Bachelor of Architecture)",OPEN,Gender-Neutral,18471,20792
IIT (BHU) Varanasi,"Architecture  (5 Years, Bachelor of Architecture)",OPEN,Female-only (including Supernumerary),26381,28481
IIT (BHU) Varanasi,"Architecture  (5 Years, Bachelor of Architecture)",EWS,Gender-Neutral,3063,3104
IIT (BHU) Varanasi,"Architecture  (5 Years, Bachelor of Architecture)",OBC-NCL,Gender-Neutral,6799,6900
IIT (BHU) Varanasi,"Architecture  (5 Years, Bachelor of Architecture)",SC,Gender-Neutral,3305,3488
IIT (BHU) Varanasi,"Architecture  (5 Years, Bachelor of Architecture)",SC,Female-only (including Supernumerary),4793,4793
IIT (BHU) Varanasi,"Architecture  (5 Years, Bachelor of Architecture)",ST,Gender-Neutral,1715,1766
IIT (BHU) Varanasi,"Biochemical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,11390,13255
IIT (BHU) Varanasi,"Biochemical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),20988,21087
IIT (BHU) Varanasi,"Biochemical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1810,1826
IIT (BHU) Varanasi,"Biochemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,4723,5337
IIT (BHU) Varanasi,"Biochemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),8973,8973
IIT (BHU) Varanasi,"Biochemical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2775,3085
IIT (BHU) Varanasi,"Biochemical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),4279,4279
IIT (BHU) Varanasi,"Biochemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1340,1427
IIT (BHU) Varanasi,"Bioengineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,11380,12759
IIT (BHU) Varanasi,"Bioengineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),15513,16058
IIT (BHU) Varanasi,"Bioengineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1975,2033
IIT (BHU) Varanasi,"Bioengineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,4128,4677
IIT (BHU) Varanasi,"Bioengineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),9094,9094
IIT (BHU) Varanasi,"Bioengineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2863,2918
IIT (BHU) Varanasi,"Bioengineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3626,3626
IIT (BHU) Varanasi,"Bioengineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1371,1371
IIT (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,10901,13064
IIT (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),20457,22766
IIT (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1732,1998
IIT (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3766,3766
IIT (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,4044,4990
IIT (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),9063,10000
IIT (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2675,3153
IIT (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3599,4248
IIT (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1247,1440
IIT (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1989,1989
IIT (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,6239,8381
IIT (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),12041,16660
IIT (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1094,1341
IIT (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2404,2622
IIT (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,2819,3434
IIT (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),4271,7240
IIT (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1517,2011
IIT (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2555,3480
IIT (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,854,1016
IIT (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1516,1607
IIT (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,7606,10278
IIT (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),16913,19519
IIT (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1317,1554
IIT (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2724,2852
IIT (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,3330,3888
IIT (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),7255,7860
IIT (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1683,2261
IIT (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2924,3186
IIT (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,611,896
IIT (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1110,1171
IIT (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,747,1489
IIT (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),2832,3784
IIT (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,53,74
IIT (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Female-only (including Supernumerary),79,79
IIT (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,131,189
IIT (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),405,490
IIT (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS (PwD),Gender-Neutral,15,15
IIT (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,334,528
IIT (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),1097,1832
IIT (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,52,57
IIT (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Female-only (including Supernumerary),41,41
IIT (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,194,283
IIT (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),564,903
IIT (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC (PwD),Gender-Neutral,11,11
IIT (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,113,165
IIT (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),313,393
IIT (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,2343,3537
IIT (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),6062,8129
IIT (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,205,103
IIT (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Female-only (including Supernumerary),221,221
IIT (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,432,595
IIT (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1345,1441
IIT (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS (PwD),Gender-Neutral,41,41
IIT (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,1061,1491
IIT (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),2528,4023
IIT (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,121,121
IIT (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,682,999
IIT (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1993,2212
IIT (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,366,485
IIT (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1008,1094
IIT (BHU) Varanasi,"Electronics Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,1956,2635
IIT (BHU) Varanasi,"Electronics Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),5798,6498
IIT (BHU) Varanasi,"Electronics Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,180,193
IIT (BHU) Varanasi,"Electronics Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Female-only (including Supernumerary),46,46
IIT (BHU) Varanasi,"Electronics Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,334,415
IIT (BHU) Varanasi,"Electronics Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),857,1199
IIT (BHU) Varanasi,"Electronics Engineering (4 Years, Bachelor of Technology)",EWS (PwD),Gender-Neutral,40,40
IIT (BHU) Varanasi,"Electronics Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,816,1261
IIT (BHU) Varanasi,"Electronics Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),2555,3392
IIT (BHU) Varanasi,"Electronics Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,86,35
IIT (BHU) Varanasi,"Electronics Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,423,805
IIT (BHU) Varanasi,"Electronics Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1572,1934
IIT (BHU) Varanasi,"Electronics Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,311,463
IIT (BHU) Varanasi,"Electronics Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),819,856
IIT (BHU) Varanasi,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,5457,8441
IIT (BHU) Varanasi,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),15137,16930
IIT (BHU) Varanasi,"Engineering Physics (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1321,1479
IIT (BHU) Varanasi,"Engineering Physics (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2830,2830
IIT (BHU) Varanasi,"Engineering Physics (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,2954,4059
IIT (BHU) Varanasi,"Engineering Physics (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),7709,7907
IIT (BHU) Varanasi,"Engineering Physics (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2241,2446
IIT (BHU) Varanasi,"Engineering Physics (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3527,3527
IIT (BHU) Varanasi,"Engineering Physics (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1091,1199
IIT (BHU) Varanasi,"Industrial Chemistry (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,9815,12721
IIT (BHU) Varanasi,"Industrial Chemistry (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),20141,21701
IIT (BHU) Varanasi,"Industrial Chemistry (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1862,1905
IIT (BHU) Varanasi,"Industrial Chemistry (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3390,3390
IIT (BHU) Varanasi,"Industrial Chemistry (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,4438,4859
IIT (BHU) Varanasi,"Industrial Chemistry (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),7816,8751
IIT (BHU) Varanasi,"Industrial Chemistry (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2705,2936
IIT (BHU) Varanasi,"Industrial Chemistry (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3699,3699
IIT (BHU) Varanasi,"Industrial Chemistry (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1457,1457
IIT (BHU) Varanasi,"Materials Science and Technology (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,7517,10851
IIT (BHU) Varanasi,"Materials Science and Technology (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),17744,17911
IIT (BHU) Varanasi,"Materials Science and Technology (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1755,1804
IIT (BHU) Varanasi,"Materials Science and Technology (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3175,3175
IIT (BHU) Varanasi,"Materials Science and Technology (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,3759,4740
IIT (BHU) Varanasi,"Materials Science and Technology (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),7513,7657
IIT (BHU) Varanasi,"Materials Science and Technology (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2549,2851
IIT (BHU) Varanasi,"Materials Science and Technology (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3806,3806
IIT (BHU) Varanasi,"Materials Science and Technology (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1230,1347
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,1481,1924
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),4466,5444
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,90,90
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN (PwD),Female-only (including Supernumerary),37,37
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,246,321
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),634,634
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,576,883
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),2137,2664
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,87,87
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, Bachelor of Technology)",SC,Gender-Neutral,473,674
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1148,1244
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, Bachelor of Technology)",ST,Gender-Neutral,127,372
IIT (BHU) Varanasi,"Mathematics and Computing (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),773,773
IIT (BHU) Varanasi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,4787,7286
IIT (BHU) Varanasi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),14049,16650
IIT (BHU) Varanasi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,248,248
IIT (BHU) Varanasi,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,851,1170
IIT (BHU) Varanasi,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2399,2630
IIT (BHU) Varanasi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,2045,2829
IIT (BHU) Varanasi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),5979,7099
IIT (BHU) Varanasi,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1080,1749
IIT (BHU) Varanasi,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3003,3170
IIT (BHU) Varanasi,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,614,871
IIT (BHU) Varanasi,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1257,1424
IIT (BHU) Varanasi,"Metallurgical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,8214,11398
IIT (BHU) Varanasi,"Metallurgical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),16852,20035
IIT (BHU) Varanasi,"Metallurgical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1690,1884
IIT (BHU) Varanasi,"Metallurgical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2867,3163
IIT (BHU) Varanasi,"Metallurgical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,3456,4561
IIT (BHU) Varanasi,"Metallurgical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),8175,8690
IIT (BHU) Varanasi,"Metallurgical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2278,2871
IIT (BHU) Varanasi,"Metallurgical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3646,3827
IIT (BHU) Varanasi,"Metallurgical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1191,1316
IIT (BHU) Varanasi,"Metallurgical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1801,1932
IIT (BHU) Varanasi,"Mining Engineering  (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,11434,14243
IIT (BHU) Varanasi,"Mining Engineering  (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),19228,24539
IIT (BHU) Varanasi,"Mining Engineering  (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1935,2139
IIT (BHU) Varanasi,"Mining Engineering  (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3558,3793
IIT (BHU) Varanasi,"Mining Engineering  (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,4608,5319
IIT (BHU) Varanasi,"Mining Engineering  (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),8188,9767
IIT (BHU) Varanasi,"Mining Engineering  (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2068,3019
IIT (BHU) Varanasi,"Mining Engineering  (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3930,4254
IIT (BHU) Varanasi,"Mining Engineering  (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1305,1368
IIT (BHU) Varanasi,"Mining Engineering  (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1662,1800
IIT (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,11585,14447
IIT (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),21754,24662
IIT (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,2149,2296
IIT (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3603,3790
IIT (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,4978,5591
IIT (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),9112,9686
IIT (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2674,3284
IIT (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),4244,4323
IIT (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1378,1454
IIT (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1941,1941
IIT Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,6303,10727
IIT Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),15421,15919
IIT Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1504,1661
IIT Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3116,3331
IIT Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,3465,4310
IIT Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),7587,8108
IIT Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2247,2564
IIT Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3401,3818
IIT Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1220,1409
IIT Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1823,1823
IIT Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,4289,6053
IIT Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),10815,12587
IIT Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,201,220
IIT Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,947,1074
IIT Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1970,1985
IIT Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,2259,2519
IIT Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),5545,6044
IIT Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1226,1490
IIT Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2060,2589
IIT Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,591,857
IIT Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1462,1462
IIT Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,6432,7958
IIT Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),13063,15815
IIT Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1072,1319
IIT Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2806,2806
IIT Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,2355,3161
IIT Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),6462,6793
IIT Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1622,2080
IIT Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2782,3318
IIT Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",ST,Gender-Neutral,823,1049
IIT Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1561,1561
IIT Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,7268,9021
IIT Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),13434,16742
IIT Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1189,1379
IIT Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2653,2742
IIT Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,2689,3439
IIT Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),6238,6609
IIT Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1745,1997
IIT Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2748,2980
IIT Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,340,749
IIT Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1209,1217
IIT Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,504,792
